president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,,
Donald Trump,Voters,7/3/2018,3/3/2017,3/7/2017,Garin-Hart-Yang/Global Strategy Group,,1001,rv,1.178701,0,45,46,45.16616,46.48994,,,https://www.scribd.com/document/343715558/Priorities-USA-National-Tracking-Survey-3-30-17,50311,79047,10/10/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/3/2017,3/7/2017,Ipsos,B+,533,lv,0.1105457,0,47.2,47.7,47.0971,46.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49473,77671,3/10/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/4/2017,3/8/2017,Ipsos,B+,526,lv,0.1092457,0,47.9,47.4,47.7971,45.80516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49472,77670,3/10/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/3/2017,3/9/2017,SurveyMonkey,D-,8947,rv,0.3170663,0,49,50,46.74711,48.43227,,,https://drive.google.com/file/d/0BztOs71zt1WpRnRGOFFaWkREN0k/view,49475,77677,3/11/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/5/2017,3/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,49,51,45.06544,50.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49462,77653,3/8/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/6/2017,3/7/2017,YouGov,B,1359,rv,0.9233171,0,44,50,43.31252,50.44645,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9deo3n58va/econTabReport.pdf,49465,77660,3/8/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/6/2017,3/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,49,51,45.06544,50.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49466,77661,3/9/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/5/2017,3/9/2017,Ipsos,B+,520,lv,0.1081347,0,49.7,46.7,49.5971,45.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49471,77669,3/10/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/6/2017,3/10/2017,Ipsos,B+,567,lv,0.1180517,0,49.7,47.4,49.5971,45.80516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49484,77686,3/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/7/2017,3/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,48,52,44.06544,51.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49469,77664,3/10/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/7/2017,3/11/2017,Ipsos,B+,579,lv,0.1207148,0,48.8,48.3,48.69709,46.70516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49483,77685,3/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/8/2017,3/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,47,53,43.06544,52.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49477,77679,3/13/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/8/2017,3/12/2017,Ipsos,B+,553,lv,0.1154857,0,47.8,50.2,47.69709,48.60516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49482,77684,3/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/9/2017,3/13/2017,Morning Consult,B-,1983,rv,0.744608,0,52,43,49.6976,44.98048,,,https://morningconsult.com/2017/03/15/poll-republican-plan-encourage-health-coverage-unpopular-voters/,49490,77701,3/15/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/10/2017,3/12/2017,Public Policy Polling,B,808,rv,1.083451,0,43,50,43.18797,50.03001,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_31517.pdf,49488,77698,3/15/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/9/2017,3/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,46,53,42.06544,52.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49480,77682,3/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/9/2017,3/13/2017,Ipsos,B+,562,lv,0.1175893,0,47,50.9,46.89709,49.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49481,77683,3/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/10/2017,3/14/2017,Ipsos,B+,591,lv,0.1239386,0,45.1,52,44.99709,50.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49501,77719,3/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/12/2017,3/14/2017,Fox News,A,1008,rv,1.805645,0,43,51,42.24952,51.51031,,,http://www.foxnews.com/politics/interactive/2017/03/15/fox-news-poll-315/,49492,77703,3/15/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/12/2017,3/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,45,54,41.06544,53.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49486,77696,3/15/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/10/2017,3/16/2017,SurveyMonkey,D-,11097,rv,0.3092172,0,47,53,44.74711,51.43227,,,https://drive.google.com/file/d/0BztOs71zt1WpZWQ2akRMZ04wbEk/view,49497,77709,3/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/11/2017,3/15/2017,Ipsos,B+,543,lv,0.1141897,0,44.8,51.1,44.69709,49.50516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49500,77718,3/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/13/2017,3/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,47,53,43.06544,52.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49493,77704,3/16/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/13/2017,3/14/2017,YouGov,B,1320,rv,0.8627419,0,44,49,43.31252,49.44645,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cik6umkx7a/econTabReport.pdf,49489,77699,3/15/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/12/2017,3/16/2017,Ipsos,B+,540,lv,0.1139124,0,44.6,50.9,44.49709,49.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49499,77717,3/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/13/2017,3/17/2017,Ipsos,B+,550,lv,0.1164162,0,44.9,50.7,44.7971,49.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49511,77733,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/14/2017,3/16/2017,Harris Interactive,C+,2092,rv,1.332393,0,49,51,46.82914,49.78573,,,http://harvardharrispoll.com/wp-content/uploads/2017/03/HCAPS-Harris-Poll-March-Wave-Limited-Top-Line_03.17.2017.pdf,49517,77743,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/14/2017,3/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,48,52,44.06544,51.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49498,77710,3/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/14/2017,3/18/2017,Ipsos,B+,513,lv,0.1089943,0,44.6,51.2,44.49709,49.60516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49514,77732,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/15/2017,3/19/2017,Ipsos,B+,488,lv,0.1040804,0,47.7,48.6,47.5971,47.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49513,77731,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/15/2017,3/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,49,51,45.06544,50.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49506,77724,3/20/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/16/2017,3/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,50,50,46.06544,49.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49508,77726,3/21/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/16/2017,3/20/2017,Ipsos,B+,486,lv,0.104046,0,48.7,47.6,48.5971,46.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49512,77730,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/16/2017,3/20/2017,McLaughlin & Associates,C-,1000,lv,0.8380865,0,49,48,45.78863,49.58133,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50466,79634,11/16/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/16/2017,3/19/2017,Morning Consult,B-,1927,rv,0.7251553,0,50,44,47.6976,45.98048,,,http://www.politico.com/story/2017/03/republicans-obamacare-repeal-support-236331,49516,77742,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/17/2017,3/21/2017,Ipsos,B+,479,lv,0.1028953,0,48.9,47.9,48.7971,46.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49531,77759,3/24/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/16/2017,3/21/2017,Quinnipiac University,A-,1056,rv,1.409022,0,37,56,39.66114,54.16095,,,https://poll.qu.edu/images/polling/us/us03222017_Upt839fm.pdf/,49522,77749,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/18/2017,3/22/2017,Ipsos,B+,478,lv,0.1029565,0,50.8,44.7,50.69709,43.10516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49530,77758,3/24/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/19/2017,3/21/2017,YouGov,B,1296,rv,0.8499308,0,44,49,43.31252,49.44645,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9atsoe30n9/econToplines.pdf,49521,77748,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/19/2017,3/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,46,54,42.06544,53.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49518,77744,3/22/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/17/2017,3/23/2017,SurveyMonkey,D-,11249,rv,0.2872837,0,44,56,41.74711,54.43227,,,https://drive.google.com/file/d/0B83Vpfes67zfTFpjeURVRWVKUUk/view,49526,77754,3/24/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/19/2017,3/23/2017,Ipsos,B+,498,lv,0.1074677,0,52.2,43.2,52.0971,41.60516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49529,77757,3/24/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/20/2017,3/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,47,53,43.06544,52.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49523,77750,3/23/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/20/2017,3/24/2017,Ipsos,B+,468,lv,0.1011274,0,48.9,46.2,48.7971,44.60516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49542,77784,3/28/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/21/2017,3/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,44,56,40.06544,55.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49527,77755,3/24/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/21/2017,3/25/2017,Ipsos,B+,458,lv,0.0990049,0,45.6,49.1,45.49709,47.50516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49541,77783,3/28/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/22/2017,3/26/2017,Ipsos,B+,435,lv,0.0939875,0,44.2,49,44.0971,47.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49540,77782,3/28/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/22/2017,3/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,45,54,41.06544,53.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49535,77769,3/27/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/23/2017,3/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,45,55,41.06544,54.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49537,77771,3/28/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/22/2017,3/27/2017,Marist College,A,906,rv,1.705314,0,38,51,38.91275,51.68762,,,https://www.documentcloud.org/documents/3532285-McClatchy-Marist-Poll-National-Nature-of-the.html,49556,77800,3/31/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/23/2017,3/27/2017,Ipsos,B+,447,lv,0.096457,0,41.9,51.1,41.7971,49.50516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49539,77781,3/28/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/24/2017,3/25/2017,Morning Consult,B-,1991,rv,0.727582,0,45,50,42.6976,51.98048,,,http://www.politico.com/story/2017/03/donald-trump-health-care-poll-236620,49547,77790,3/29/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/23/2017,3/27/2017,Garin-Hart-Yang/Global Strategy Group,,1001,rv,1.178701,0,39,47,39.16616,47.48994,,,https://www.scribd.com/document/343715558/Priorities-USA-National-Tracking-Survey-3-30-17,50310,79046,10/10/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/24/2017,3/28/2017,Ipsos,B+,415,lv,0.0893742,0,39,53,38.89709,51.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49559,77803,3/31/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/26/2017,3/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,44,56,40.06544,55.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49544,77787,3/29/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/25/2017,3/29/2017,Ipsos,B+,430,lv,0.0923206,0,40.6,51,40.49709,49.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49558,77802,3/31/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/24/2017,3/30/2017,SurveyMonkey,D-,10800,rv,0.2617905,0,43,56,40.74711,54.43227,,,https://drive.google.com/file/d/0B83Vpfes67zfUUw4dVVaMTc2bm8/view,49551,77815,4/3/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/26/2017,3/28/2017,YouGov,B,1271,rv,0.850368,0,45,50,44.31252,50.44645,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6xp8fd6vvl/econToplines.pdf,49546,77791,3/29/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/26/2017,3/30/2017,Ipsos,B+,418,lv,0.0893891,0,43,50,42.89709,48.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49557,77801,3/31/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/27/2017,3/29/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,44,56,40.06544,55.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49549,77793,3/30/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/27/2017,3/28/2017,Public Policy Polling,B,677,rv,0.990121,0,40,53,40.18797,53.03001,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_33017.pdf,49550,77794,3/30/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/28/2017,3/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,43,57,39.06544,56.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49555,77799,3/31/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/27/2017,3/31/2017,Ipsos,B+,525,lv,0.1117318,0,43.9,50.9,43.7971,49.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49573,77833,4/4/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/28/2017,4/1/2017,Ipsos,B+,558,lv,0.1181637,0,45.4,50.8,45.2971,49.20516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49572,77832,4/4/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/29/2017,4/2/2017,Ipsos,B+,589,lv,0.1241128,0,47.3,49.6,47.19709,48.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49571,77831,4/4/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/30/2017,4/1/2017,Morning Consult,B-,1995,rv,0.7410733,0,47,49,44.6976,50.98048,,,https://morningconsult.com/2017/04/05/things-might-worth-government-shutdown-voters-say/,49577,77837,4/5/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/29/2017,4/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,42,58,38.06544,57.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49564,77814,4/3/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/30/2017,4/3/2017,Ipsos,B+,598,lv,0.1254402,0,48.3,49.3,48.19709,47.70516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49570,77830,4/4/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/30/2017,4/3/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,43,57,39.06544,56.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49567,77819,4/4/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/30/2017,4/3/2017,Quinnipiac University,A-,1171,rv,1.5508,0,35,57,37.66114,55.16095,,,https://poll.qu.edu/national/release-detail?ReleaseID=2448,49569,77821,4/4/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/31/2017,4/4/2017,Ipsos,B+,623,lv,0.1301517,0,45.3,52.1,45.19709,50.50516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49587,77848,4/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,3/31/2017,4/6/2017,SurveyMonkey,D-,13135,rv,0.2912831,0,43,55,40.74711,53.43227,,,https://drive.google.com/file/d/0BztOs71zt1WpNVdsam5TckJvVjA/view,49590,77858,4/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/2/2017,4/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,46,54,42.06544,53.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49575,77835,4/5/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/1/2017,4/5/2017,Ipsos,B+,555,lv,0.1155484,0,43.6,52.4,43.49709,50.80516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49586,77847,4/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/2/2017,4/4/2017,YouGov,B,1331,rv,0.9005686,0,43,50,42.31252,50.44645,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2f8nhwlimu/econToplines.pdf,49578,77839,4/5/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/2/2017,4/6/2017,Ipsos,B+,524,lv,0.108758,0,44,52.4,43.89709,50.80516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49585,77846,4/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/3/2017,4/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,46,54,42.06544,53.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49580,77841,4/6/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/3/2017,4/7/2017,Ipsos,B+,524,lv,0.1084464,0,44.5,50.6,44.39709,49.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49601,77869,4/11/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/4/2017,4/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,45,55,41.06544,54.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49583,77844,4/7/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/4/2017,4/8/2017,Ipsos,B+,544,lv,0.1122664,0,44.4,50.9,44.2971,49.30516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49600,77868,4/11/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/5/2017,4/9/2017,Ipsos,B+,561,lv,0.1154757,0,47.6,47.8,47.49709,46.20516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49599,77867,4/11/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/5/2017,4/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,44,56,40.06544,55.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49593,77861,4/10/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/5/2017,4/11/2017,Pew Research Center,B-,1243,rv,1.408169,0,42,52,43.02392,50.52858,,,http://www.people-press.org/2017/04/17/presidential-approval-detailed-tables-april-2017/,49620,77905,4/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/6/2017,4/9/2017,Morning Consult,B-,1988,rv,0.7432158,0,48,47,45.6976,48.98048,,,https://morningconsult.com/2017/04/12/americans-trust-trump-end-syrian-conflict/,49603,77879,4/12/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/6/2017,4/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,47,53,43.06544,52.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49596,77864,4/11/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/6/2017,4/10/2017,Ipsos,B+,537,lv,0.110282,0,50.9,45,50.7971,43.40516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49598,77866,4/11/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/7/2017,4/11/2017,Ipsos,B+,568,lv,0.116372,0,50.6,45.1,50.49709,43.50516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49619,77903,4/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/9/2017,4/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,47,53,43.06544,52.86316,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49602,77878,4/12/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/8/2017,4/12/2017,Ipsos,B+,582,lv,0.1189314,0,48.8,46.6,48.69709,45.00516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49618,77902,4/17/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/7/2017,4/13/2017,SurveyMonkey,D-,18001,rv,0.4129069,0,46,53,43.74711,51.43227,,,https://drive.google.com/file/d/0BxxpEMTW3kArbGp4UkFxYTlHekk/view,49612,77890,4/14/2017,15:19:06  3 Jul 2018,,
Donald Trump,Voters,7/3/2018,4/9/2017,4/13/2017,Ipsos,B+,552,lv,0.112499,0,48.5,47.3,48.39709,45.70516,,T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49617,77901,4/17/2017,15:19:06  3 Jul 2018,,
